"HGCN"	"ensembl"
"ALDH5A1"	"ENSG00000112294"
"CRYBG1"	"ENSG00000112297"
"VNN1"	"ENSG00000112299"
"VNN2"	"ENSG00000112303"
"ACOT13"	"ENSG00000112304"
"SMAP1"	"ENSG00000112305"
"RPS12"	"ENSG00000112306"
"C6orf62"	"ENSG00000112308"
"B3GAT2"	"ENSG00000112309"
"GMNN"	"ENSG00000112312"
"EYA4"	"ENSG00000112319"
"NR2E1"	"ENSG00000112333"
"SNX3"	"ENSG00000112335"
"HBS1L"	"ENSG00000112339"
"TRIM38"	"ENSG00000112343"
"PEX7"	"ENSG00000112357"
"ZBTB24"	"ENSG00000112365"
"FIG4"	"ENSG00000112367"
"ARFGEF3"	"ENSG00000112379"
"SLC16A10"	"ENSG00000112394"
"HECA"	"ENSG00000112406"
"ADGRG6"	"ENSG00000112414"
"PHACTR2"	"ENSG00000112419"
"EPM2A"	"ENSG00000112425"
"SLC39A7"	"ENSG00000112473"
"CCR6"	"ENSG00000112486"
"SLC22A2"	"ENSG00000112499"
"PHF1"	"ENSG00000112511"
"CUTA"	"ENSG00000112514"
"PACRG"	"ENSG00000112530"
"QKI"	"ENSG00000112531"
"PDE10A"	"ENSG00000112541"
"TFEB"	"ENSG00000112561"
"CCND3"	"ENSG00000112576"
"BYSL"	"ENSG00000112578"
"FAM120B"	"ENSG00000112584"
"TBP"	"ENSG00000112592"
"GUCA1B"	"ENSG00000112599"
"PRPH2"	"ENSG00000112619"
"BICRAL"	"ENSG00000112624"
"PPP2R5D"	"ENSG00000112640"
"MRPL2"	"ENSG00000112651"
"PTK7"	"ENSG00000112655"
"SRF"	"ENSG00000112658"
"CUL9"	"ENSG00000112659"
"DNPH1"	"ENSG00000112667"
"DUSP22"	"ENSG00000112679"
"EXOC2"	"ENSG00000112685"
"COX7A2"	"ENSG00000112695"
"TMEM30A"	"ENSG00000112697"
"GMDS"	"ENSG00000112699"
"SENP6"	"ENSG00000112701"
"VEGFA"	"ENSG00000112715"
"PRPF4B"	"ENSG00000112739"
"TTK"	"ENSG00000112742"
"SLC29A1"	"ENSG00000112759"
"CCN6"	"ENSG00000112761"
"BTN2A1"	"ENSG00000112763"
"LAMA4"	"ENSG00000112769"
"TENT5A"	"ENSG00000112773"
"FBRSL1"	"ENSG00000112787"
"ENPP5"	"ENSG00000112796"
"LY86"	"ENSG00000112799"
"PRSS16"	"ENSG00000112812"
"MEP1A"	"ENSG00000112818"
"ERBIN"	"ENSG00000112851"
"PCDHB2"	"ENSG00000112852"
"HARS2"	"ENSG00000112855"
"NUDT12"	"ENSG00000112874"
"CEP72"	"ENSG00000112877"
"MAN2A1"	"ENSG00000112893"
"SEMA5A"	"ENSG00000112902"
"C7"	"ENSG00000112936"
"TENT4A"	"ENSG00000112941"
"GHR"	"ENSG00000112964"
"HMGCS1"	"ENSG00000112972"
"DAP"	"ENSG00000112977"
"NME5"	"ENSG00000112981"
"BRD8"	"ENSG00000112983"
"KIF20A"	"ENSG00000112984"
"NNT"	"ENSG00000112992"
"MRPS30"	"ENSG00000112996"
"HSPA9"	"ENSG00000113013"
"MRPS27"	"ENSG00000113048"
"PFDN1"	"ENSG00000113068"
"HBEGF"	"ENSG00000113070"
"LOX"	"ENSG00000113083"
"GZMK"	"ENSG00000113088"
"CDH9"	"ENSG00000113100"
"APBB3"	"ENSG00000113108"
"TMCO6"	"ENSG00000113119"
"SPARC"	"ENSG00000113140"
"IK"	"ENSG00000113141"
"HMGCR"	"ENSG00000113161"
"CERT1"	"ENSG00000113163"
"FAF2"	"ENSG00000113194"
"PDE8B"	"ENSG00000113231"
"CLK4"	"ENSG00000113240"
"HAVCR1"	"ENSG00000113249"
"GRM6"	"ENSG00000113262"
"ITK"	"ENSG00000113263"
"RNF130"	"ENSG00000113269"
"THG1L"	"ENSG00000113272"
"ARSB"	"ENSG00000113273"
"CLINT1"	"ENSG00000113282"
"THBS4"	"ENSG00000113296"
"CNOT6"	"ENSG00000113300"
"IL12B"	"ENSG00000113302"
"BTNL8"	"ENSG00000113303"
"TTC1"	"ENSG00000113312"
"MSH3"	"ENSG00000113318"
"RASGRF2"	"ENSG00000113319"
"GABRG2"	"ENSG00000113327"
"CCNG1"	"ENSG00000113328"
"POLR3G"	"ENSG00000113356"
"DROSHA"	"ENSG00000113360"
"CDH6"	"ENSG00000113361"
"LMNB1"	"ENSG00000113368"
"ARRDC3"	"ENSG00000113369"
"GOLPH3"	"ENSG00000113384"
"SUB1"	"ENSG00000113387"
"NPR3"	"ENSG00000113389"
"FAM172A"	"ENSG00000113391"
"SLC27A6"	"ENSG00000113396"
"TARS1"	"ENSG00000113407"
"LNPEP"	"ENSG00000113441"
"PDE4D"	"ENSG00000113448"
"RAD1"	"ENSG00000113456"
"BRIX1"	"ENSG00000113460"
"PRLR"	"ENSG00000113494"
"SLC12A7"	"ENSG00000113504"
"RAD50"	"ENSG00000113522"
"ST8SIA4"	"ENSG00000113532"
"GNPDA1"	"ENSG00000113552"
"SKP1"	"ENSG00000113558"
"NUP155"	"ENSG00000113569"
"PPP2CA"	"ENSG00000113575"
"FGF1"	"ENSG00000113578"
"NR3C1"	"ENSG00000113580"
"C5orf15"	"ENSG00000113583"
"PPWD1"	"ENSG00000113593"
"LIFR"	"ENSG00000113594"
"TRIM23"	"ENSG00000113595"
"TRAPPC13"	"ENSG00000113597"
"SEC24A"	"ENSG00000113615"
"TXNDC15"	"ENSG00000113621"
"TTC33"	"ENSG00000113638"
"RARS1"	"ENSG00000113643"
"WWC1"	"ENSG00000113645"
"MACROH2A1"	"ENSG00000113648"
"TCERG1"	"ENSG00000113649"
"DPYSL3"	"ENSG00000113657"
"SMAD5"	"ENSG00000113658"
"CSNK1A1"	"ENSG00000113712"
"HMGXB3"	"ENSG00000113716"
"ERGIC1"	"ENSG00000113719"
"PDGFRB"	"ENSG00000113721"
"ATP6V0E1"	"ENSG00000113732"
"BNIP1"	"ENSG00000113734"
"CPEB4"	"ENSG00000113742"
"HRH2"	"ENSG00000113749"
"DBN1"	"ENSG00000113758"
"ZNF346"	"ENSG00000113761"
"EHHADH"	"ENSG00000113790"
"SMC4"	"ENSG00000113810"
"SELENOK"	"ENSG00000113811"
"ACTR8"	"ENSG00000113812"
"TBCCD1"	"ENSG00000113838"
"TIMMDC1"	"ENSG00000113845"
"CRBN"	"ENSG00000113851"
"KNG1"	"ENSG00000113889"
"HRG"	"ENSG00000113905"
"BCL6"	"ENSG00000113916"
"CLDN16"	"ENSG00000113946"
"ARL6"	"ENSG00000113966"
"NPHP3"	"ENSG00000113971"
"NIT2"	"ENSG00000114021"
"FAM162A"	"ENSG00000114023"
"OGG1"	"ENSG00000114026"
"KPNA1"	"ENSG00000114030"
"PCCB"	"ENSG00000114054"
"UBE3A"	"ENSG00000114062"
"ARMC8"	"ENSG00000114098"
"CEP70"	"ENSG00000114107"
"RBP1"	"ENSG00000114115"
"SLC25A36"	"ENSG00000114120"
"GRK7"	"ENSG00000114124"
"RNF7"	"ENSG00000114125"
"TFDP2"	"ENSG00000114126"
"XRN1"	"ENSG00000114127"
"KAT2B"	"ENSG00000114166"
"SERPINI2"	"ENSG00000114204"
"PDCD10"	"ENSG00000114209"
"PFKFB4"	"ENSG00000114268"
"FGF12"	"ENSG00000114279"
"PRKAR2A"	"ENSG00000114302"
"HES1"	"ENSG00000114315"
"USP4"	"ENSG00000114316"
"ACAP2"	"ENSG00000114331"
"ECT2"	"ENSG00000114346"
"GNAT1"	"ENSG00000114349"
"GNAI2"	"ENSG00000114353"
"TFG"	"ENSG00000114354"
"USP9Y"	"ENSG00000114374"
"HYAL1"	"ENSG00000114378"
"TUSC2"	"ENSG00000114383"
"NPRL2"	"ENSG00000114388"
"RPL24"	"ENSG00000114391"
"CYB561D2"	"ENSG00000114395"
"C3orf14"	"ENSG00000114405"
"FXR1"	"ENSG00000114416"
"CBLB"	"ENSG00000114423"
"BBX"	"ENSG00000114439"
"IFT57"	"ENSG00000114446"
"GNB4"	"ENSG00000114450"
"HHLA2"	"ENSG00000114455"
"IQCG"	"ENSG00000114473"
"GBE1"	"ENSG00000114480"
"UMPS"	"ENSG00000114491"
"NCBP2"	"ENSG00000114503"
"SNX4"	"ENSG00000114520"
"C3orf52"	"ENSG00000114529"
"FRMD4B"	"ENSG00000114541"
"SLC41A3"	"ENSG00000114544"
"PLXNA1"	"ENSG00000114554"
"ATP6V1A"	"ENSG00000114573"
"ABTB1"	"ENSG00000114626"
"UPK1B"	"ENSG00000114638"
"KLHL18"	"ENSG00000114648"
"SCAP"	"ENSG00000114650"
"EFCC1"	"ENSG00000114654"
"CFAP92"	"ENSG00000114656"
"NEK11"	"ENSG00000114670"
"MRPL3"	"ENSG00000114686"
"PLSCR4"	"ENSG00000114698"
"HEMK1"	"ENSG00000114735"
"CISH"	"ENSG00000114737"
"MAPKAPK3"	"ENSG00000114738"
"ACVR2B"	"ENSG00000114739"
"WDR48"	"ENSG00000114742"
"COMMD2"	"ENSG00000114744"
"GORASP1"	"ENSG00000114745"
"PEX5L"	"ENSG00000114757"
"RRP9"	"ENSG00000114767"
"ABCC5"	"ENSG00000114770"
"ABHD14B"	"ENSG00000114779"
"EIF1B"	"ENSG00000114784"
"ABHD14A-ACY1"	"ENSG00000114786"
"ARHGEF26"	"ENSG00000114790"
"KLHL24"	"ENSG00000114796"
"PLCH1"	"ENSG00000114805"
"DNAH1"	"ENSG00000114841"
"SSR3"	"ENSG00000114850"
"ZBTB47"	"ENSG00000114853"
"NKTR"	"ENSG00000114857"
"CLCN2"	"ENSG00000114859"
"FOXP1"	"ENSG00000114861"
"EIF4G1"	"ENSG00000114867"
"SPCS1"	"ENSG00000114902"
"NEK4"	"ENSG00000114904"
"SLC4A3"	"ENSG00000114923"
"INO80D"	"ENSG00000114933"
"EEF1B2"	"ENSG00000114942"
"DGUOK"	"ENSG00000114956"
"MOB1A"	"ENSG00000114978"
"KANSL3"	"ENSG00000114982"
"LMAN2L"	"ENSG00000114988"
"RTKN"	"ENSG00000114993"
"TTL"	"ENSG00000114999"
"PIKFYVE"	"ENSG00000115020"
"KCNIP3"	"ENSG00000115041"
"FAHD2A"	"ENSG00000115042"
"NCL"	"ENSG00000115053"
"ACTR1B"	"ENSG00000115073"
"SLC35F5"	"ENSG00000115084"
"ACTR3"	"ENSG00000115091"
"STEAP3"	"ENSG00000115107"
"EPB41L5"	"ENSG00000115109"
"TFCP2L1"	"ENSG00000115112"
"SF3B6"	"ENSG00000115128"
"TP53I3"	"ENSG00000115129"
"DNAJC27"	"ENSG00000115137"
"STAM2"	"ENSG00000115145"
"GPD2"	"ENSG00000115159"
"CENPA"	"ENSG00000115163"
"CYTIP"	"ENSG00000115165"
"ACVR1"	"ENSG00000115170"
"TANC1"	"ENSG00000115183"
"SLC30A3"	"ENSG00000115194"
"MPV17"	"ENSG00000115204"
"GTF3C2"	"ENSG00000115207"
"EIF2B4"	"ENSG00000115211"
"NRBP1"	"ENSG00000115216"
"ITGB6"	"ENSG00000115221"
"ITGA4"	"ENSG00000115232"
"PSMD14"	"ENSG00000115233"
"SNX17"	"ENSG00000115234"
"ASB3"	"ENSG00000115239"
"PPM1G"	"ENSG00000115241"
"PDE1A"	"ENSG00000115252"
"APC2"	"ENSG00000115266"
"IFIH1"	"ENSG00000115267"
"RPS15"	"ENSG00000115268"
"GCA"	"ENSG00000115271"
"INO80B"	"ENSG00000115274"
"MOGS"	"ENSG00000115275"
"TTC31"	"ENSG00000115282"
"NDUFS7"	"ENSG00000115286"
"PCGF1"	"ENSG00000115289"
"GRB14"	"ENSG00000115290"
"CLIP4"	"ENSG00000115295"
"SPTBN1"	"ENSG00000115306"
"AUP1"	"ENSG00000115307"
"RTN4"	"ENSG00000115310"
"HTRA2"	"ENSG00000115317"
"LOXL3"	"ENSG00000115318"
"DOK1"	"ENSG00000115325"
"GALNT3"	"ENSG00000115339"
"POLE4"	"ENSG00000115350"
"CCDC88A"	"ENSG00000115355"
"ACADL"	"ENSG00000115361"
"MRPL19"	"ENSG00000115364"
"LANCL1"	"ENSG00000115365"
"WDR75"	"ENSG00000115368"
"FANCL"	"ENSG00000115392"
"FN1"	"ENSG00000115414"
"STAT1"	"ENSG00000115415"
"GLS"	"ENSG00000115419"
"PAPOLG"	"ENSG00000115421"
"DNAH6"	"ENSG00000115423"
"PECR"	"ENSG00000115425"
"UNC50"	"ENSG00000115446"
"IGFBP2"	"ENSG00000115457"
"ELMOD3"	"ENSG00000115459"
"IGFBP5"	"ENSG00000115461"
"USP34"	"ENSG00000115464"
"EFHD1"	"ENSG00000115468"
"KCNJ13"	"ENSG00000115474"
"CCT4"	"ENSG00000115484"
"GGCX"	"ENSG00000115486"
"EHBP1"	"ENSG00000115504"
"TXNDC9"	"ENSG00000115514"
"COQ10B"	"ENSG00000115520"
"GNLY"	"ENSG00000115523"
"SF3B1"	"ENSG00000115524"
"ST3GAL5"	"ENSG00000115525"
"CHST10"	"ENSG00000115526"
"PDCL3"	"ENSG00000115539"
"MOB4"	"ENSG00000115540"
"HSPE1"	"ENSG00000115541"
"KDM3A"	"ENSG00000115548"
"PLCD4"	"ENSG00000115556"
"CHMP3"	"ENSG00000115561"
"ZNF142"	"ENSG00000115568"
"IL1R1"	"ENSG00000115594"
"IL1RL1"	"ENSG00000115602"
"IL18R1"	"ENSG00000115604"
"FHL2"	"ENSG00000115641"
"MLPH"	"ENSG00000115648"
"CNPPD1"	"ENSG00000115649"
"UXS1"	"ENSG00000115652"
"ABCB6"	"ENSG00000115657"
"STK16"	"ENSG00000115661"
"HDLBP"	"ENSG00000115677"
"PPP1R7"	"ENSG00000115685"
"PASK"	"ENSG00000115687"
"STK25"	"ENSG00000115694"
"TPO"	"ENSG00000115705"
"ID2"	"ENSG00000115738"
"TAF1B"	"ENSG00000115750"
"HPCAL1"	"ENSG00000115756"
"ODC1"	"ENSG00000115758"
"BIRC6"	"ENSG00000115760"
"NOL10"	"ENSG00000115761"
"PLEKHB2"	"ENSG00000115762"
"GORASP2"	"ENSG00000115806"
"STRN"	"ENSG00000115808"
"CEBPZ"	"ENSG00000115816"
"PRKD3"	"ENSG00000115825"
"DCAF17"	"ENSG00000115827"
"QPCT"	"ENSG00000115828"
"RAB3GAP1"	"ENSG00000115839"
"SLC25A12"	"ENSG00000115840"
"RMDN2"	"ENSG00000115841"
"DARS1"	"ENSG00000115866"
"SRSF7"	"ENSG00000115875"
"PLCL1"	"ENSG00000115896"
"SLC1A4"	"ENSG00000115902"
"SOS1"	"ENSG00000115904"
"KYNU"	"ENSG00000115919"
"WIPF1"	"ENSG00000115935"
"ORC2"	"ENSG00000115942"
"COX7A2L"	"ENSG00000115944"
"PNO1"	"ENSG00000115946"
"ORC4"	"ENSG00000115947"
"PLEK"	"ENSG00000115956"
"RND3"	"ENSG00000115963"
"ATF2"	"ENSG00000115966"
"THADA"	"ENSG00000115970"
"AAK1"	"ENSG00000115977"
"TRAK2"	"ENSG00000115993"
"C2orf42"	"ENSG00000115998"
"TIA1"	"ENSG00000116001"
"PCYOX1"	"ENSG00000116005"
"EPAS1"	"ENSG00000116016"
"ARID3A"	"ENSG00000116017"
"SUMO1"	"ENSG00000116030"
"NFE2L2"	"ENSG00000116044"
"MSH6"	"ENSG00000116062"
"PLEKHA3"	"ENSG00000116095"
"EPHA4"	"ENSG00000116106"
"PARD3B"	"ENSG00000116117"
"FARSB"	"ENSG00000116120"
"ALMS1"	"ENSG00000116127"
"BCL9"	"ENSG00000116128"
"PRRX1"	"ENSG00000116132"
"DHCR24"	"ENSG00000116133"
"DNAJC16"	"ENSG00000116138"
"TNR"	"ENSG00000116147"
"MORN1"	"ENSG00000116151"
"GPX7"	"ENSG00000116157"
"CACYBP"	"ENSG00000116161"
"SCP2"	"ENSG00000116171"
"RALGPS2"	"ENSG00000116191"
"ANGPTL1"	"ENSG00000116194"
"CEP104"	"ENSG00000116198"
"FAM20B"	"ENSG00000116199"
"TCEANC2"	"ENSG00000116205"
"TMEM59"	"ENSG00000116209"
"LRRC42"	"ENSG00000116212"
"WRAP73"	"ENSG00000116213"
"MRPL37"	"ENSG00000116221"
"ICMT"	"ENSG00000116237"
"RPL22"	"ENSG00000116251"
"CHD5"	"ENSG00000116254"
"QSOX1"	"ENSG00000116260"
"STXBP3"	"ENSG00000116266"
"PHF13"	"ENSG00000116273"
"PARK7"	"ENSG00000116288"
"ELAPOR1"	"ENSG00000116299"
"OPRD1"	"ENSG00000116329"
"AMPD2"	"ENSG00000116337"
"SRSF4"	"ENSG00000116350"
"MECR"	"ENSG00000116353"
"KCNC4"	"ENSG00000116396"
"EDEM3"	"ENSG00000116406"
"WDR77"	"ENSG00000116455"
"ATP5PB"	"ENSG00000116459"
"RAP1A"	"ENSG00000116473"
"HDAC1"	"ENSG00000116478"
"CAPZA1"	"ENSG00000116489"
"S100PBP"	"ENSG00000116497"
"RNF19B"	"ENSG00000116514"
"SCAMP3"	"ENSG00000116521"
"TRIM62"	"ENSG00000116525"
"ASH1L"	"ENSG00000116539"
"DLGAP3"	"ENSG00000116544"
"SFPQ"	"ENSG00000116560"
"RHOU"	"ENSG00000116574"
"GON4L"	"ENSG00000116580"
"ARHGEF2"	"ENSG00000116584"
"LAMTOR2"	"ENSG00000116586"
"MEF2D"	"ENSG00000116604"
"DOCK7"	"ENSG00000116641"
"SRM"	"ENSG00000116649"
"FBXO2"	"ENSG00000116661"
"FBXO6"	"ENSG00000116663"
"C1orf21"	"ENSG00000116667"
"SWT1"	"ENSG00000116668"
"MAD2L2"	"ENSG00000116670"
"DNAJC6"	"ENSG00000116675"
"LEPR"	"ENSG00000116678"
"IVNS1ABP"	"ENSG00000116679"
"KIAA2013"	"ENSG00000116685"
"MFN2"	"ENSG00000116688"
"PRG4"	"ENSG00000116690"
"MIIP"	"ENSG00000116691"
"SMG7"	"ENSG00000116698"
"NCF2"	"ENSG00000116701"
"SLC35D1"	"ENSG00000116704"
"PLA2G4A"	"ENSG00000116711"
"GADD45A"	"ENSG00000116717"
"PRAMEF1"	"ENSG00000116721"
"PRDM2"	"ENSG00000116731"
"RGS2"	"ENSG00000116741"
"RO60"	"ENSG00000116747"
"UCHL5"	"ENSG00000116750"
"BCAS2"	"ENSG00000116752"
"SRSF11"	"ENSG00000116754"
"CTH"	"ENSG00000116761"
"AGMAT"	"ENSG00000116771"
"TNNI3K"	"ENSG00000116783"
"CFHR3"	"ENSG00000116785"
"PLEKHM2"	"ENSG00000116786"
"CRYZ"	"ENSG00000116791"
"PHTF1"	"ENSG00000116793"
"ZBTB17"	"ENSG00000116809"
"CD58"	"ENSG00000116815"
"TFAP2E"	"ENSG00000116819"
"CD2"	"ENSG00000116824"
"TTF2"	"ENSG00000116830"
"NR5A2"	"ENSG00000116833"
"KIF21B"	"ENSG00000116852"
"TMEM9"	"ENSG00000116857"
"ADPRS"	"ENSG00000116863"
"MAP7D1"	"ENSG00000116871"
"WARS2"	"ENSG00000116874"
"OSCP1"	"ENSG00000116885"
"MRPS15"	"ENSG00000116898"
"EXOC8"	"ENSG00000116903"
"GNPAT"	"ENSG00000116906"
"TSNAX"	"ENSG00000116918"
"C1orf109"	"ENSG00000116922"
"RRAGC"	"ENSG00000116954"
"NID1"	"ENSG00000116962"
"LGALS8"	"ENSG00000116977"
"MTR"	"ENSG00000116984"
"BMP8B"	"ENSG00000116985"
"RLF"	"ENSG00000117000"
"KMO"	"ENSG00000117009"
"ZNF684"	"ENSG00000117010"
"RIMS3"	"ENSG00000117016"
"AKT3"	"ENSG00000117020"
"ETV3"	"ENSG00000117036"
"ACADM"	"ENSG00000117054"
"CD48"	"ENSG00000117091"
"PADI2"	"ENSG00000117115"
"SDHB"	"ENSG00000117118"
"MFAP2"	"ENSG00000117122"
"RPF1"	"ENSG00000117133"
"KDM5B"	"ENSG00000117139"
"UAP1"	"ENSG00000117143"
"CTBS"	"ENSG00000117151"
"RGS4"	"ENSG00000117152"
"KLHL12"	"ENSG00000117153"
"IGSF21"	"ENSG00000117154"
"SSX2IP"	"ENSG00000117155"
"ZNHIT6"	"ENSG00000117174"
"PLA2G2D"	"ENSG00000117215"
"RBBP5"	"ENSG00000117222"
"GBP3"	"ENSG00000117226"
"GBP1"	"ENSG00000117228"
"KIF17"	"ENSG00000117245"
"GPR89A"	"ENSG00000117262"
"CDK18"	"ENSG00000117266"
"RAB29"	"ENSG00000117280"
"CD160"	"ENSG00000117281"
"ECE1"	"ENSG00000117298"
"HMGCL"	"ENSG00000117305"
"GALE"	"ENSG00000117308"
"ID3"	"ENSG00000117318"
"CR2"	"ENSG00000117322"
"CD46"	"ENSG00000117335"
"PRPF3"	"ENSG00000117360"
"APH1A"	"ENSG00000117362"
"P3H1"	"ENSG00000117385"
"SLC2A1"	"ENSG00000117394"
"EBNA1BP2"	"ENSG00000117395"
"CDC20"	"ENSG00000117399"
"MPL"	"ENSG00000117400"
"IPO13"	"ENSG00000117408"
"ATP6V0B"	"ENSG00000117410"
"B4GALT2"	"ENSG00000117411"
"ERI3"	"ENSG00000117419"
"PTCH2"	"ENSG00000117425"
"AKR1A1"	"ENSG00000117448"
"PRDX1"	"ENSG00000117450"
"PIK3R3"	"ENSG00000117461"
"BLZF1"	"ENSG00000117475"
"CCDC181"	"ENSG00000117477"
"SLC19A2"	"ENSG00000117479"
"FAAH"	"ENSG00000117480"
"NSUN4"	"ENSG00000117481"
"TMED5"	"ENSG00000117500"
"DR1"	"ENSG00000117505"
"FMO6P"	"ENSG00000117507"
"CNN3"	"ENSG00000117519"
"PRRC2C"	"ENSG00000117523"
"F3"	"ENSG00000117525"
"ABCD3"	"ENSG00000117528"
"VAMP4"	"ENSG00000117533"
"DPH5"	"ENSG00000117543"
"FASLG"	"ENSG00000117560"
"PTBP2"	"ENSG00000117569"
"TNFSF4"	"ENSG00000117586"
"PRDX6"	"ENSG00000117592"
"DARS2"	"ENSG00000117593"
"IRF6"	"ENSG00000117595"
"UTP25"	"ENSG00000117597"
"RCAN3"	"ENSG00000117602"
"SYF2"	"ENSG00000117614"
"RSRP1"	"ENSG00000117616"
"SLC35A3"	"ENSG00000117620"
"RCOR3"	"ENSG00000117625"
"STMN1"	"ENSG00000117632"
"MTFR1L"	"ENSG00000117640"
"MAN1C1"	"ENSG00000117643"
"NEK2"	"ENSG00000117650"
"RPS6KA1"	"ENSG00000117676"
"DHDDS"	"ENSG00000117682"
"NENF"	"ENSG00000117691"
"NSL1"	"ENSG00000117697"
"PROX1"	"ENSG00000117707"
"ARID1A"	"ENSG00000117713"
"CENPF"	"ENSG00000117724"
"RPA2"	"ENSG00000117748"
"PPP1R8"	"ENSG00000117751"
"STX12"	"ENSG00000117758"
"OSBPL9"	"ENSG00000117859"
"TXNDC12"	"ENSG00000117862"
"ESYT2"	"ENSG00000117868"
"POLR1G"	"ENSG00000117877"
"MESD"	"ENSG00000117899"
"RCN2"	"ENSG00000117906"
"CHRNB4"	"ENSG00000117971"
"CTSD"	"ENSG00000117984"
"COLEC11"	"ENSG00000118004"
"STAG1"	"ENSG00000118007"
"STK11"	"ENSG00000118046"
"KMT2A"	"ENSG00000118058"
"TREH"	"ENSG00000118094"
"IFT46"	"ENSG00000118096"
"MMP8"	"ENSG00000118113"
"APOA1"	"ENSG00000118137"
"KPTN"	"ENSG00000118162"
"RPS25"	"ENSG00000118181"
"KIF14"	"ENSG00000118193"
"TNNT2"	"ENSG00000118194"
"DDX59"	"ENSG00000118197"
"ATF6"	"ENSG00000118217"
"CRYGD"	"ENSG00000118231"
"MREG"	"ENSG00000118242"
"FASTKD2"	"ENSG00000118246"
"NRP2"	"ENSG00000118257"
"CREB1"	"ENSG00000118260"
"KLF7"	"ENSG00000118263"
"TTR"	"ENSG00000118271"
"B4GALT6"	"ENSG00000118276"
"C1orf54"	"ENSG00000118292"
"CA14"	"ENSG00000118298"
"CFAP94"	"ENSG00000118307"
"IRAG2"	"ENSG00000118308"
"ATP10B"	"ENSG00000118322"
"SPCS2"	"ENSG00000118363"
"FILIP1"	"ENSG00000118407"
"CASP8AP2"	"ENSG00000118412"
"HMGN3"	"ENSG00000118418"
"UBE3D"	"ENSG00000118420"
"ANKRD13C"	"ENSG00000118454"
"SGIP1"	"ENSG00000118473"
"PHF3"	"ENSG00000118482"
"ADGB"	"ENSG00000118492"
"PLAGL1"	"ENSG00000118495"
"FBXO30"	"ENSG00000118496"
"TNFAIP3"	"ENSG00000118503"
"AKAP7"	"ENSG00000118507"
"RAB32"	"ENSG00000118508"
"MYB"	"ENSG00000118513"
"ALDH8A1"	"ENSG00000118514"
"SGK1"	"ENSG00000118515"
"RNF146"	"ENSG00000118518"
"ARG1"	"ENSG00000118520"
"CCN2"	"ENSG00000118523"
"TCF21"	"ENSG00000118526"
"PMFBP1"	"ENSG00000118557"
"FBXL5"	"ENSG00000118564"
"MED28"	"ENSG00000118579"
"SLC16A7"	"ENSG00000118596"
"RXYLT1"	"ENSG00000118600"
"ZNF430"	"ENSG00000118620"
"VAMP8"	"ENSG00000118640"
"DCLRE1B"	"ENSG00000118655"
"MYL12B"	"ENSG00000118680"
"FOXO3"	"ENSG00000118689"
"ARMC2"	"ENSG00000118690"
"RPN2"	"ENSG00000118705"
"TGIF2"	"ENSG00000118707"
"CASQ2"	"ENSG00000118729"
"OLFM3"	"ENSG00000118733"
"PKD2"	"ENSG00000118762"
"ABCG2"	"ENSG00000118777"
"SPP1"	"ENSG00000118785"
"CCNI"	"ENSG00000118816"
"MFSD1"	"ENSG00000118855"
"RAB3GAP2"	"ENSG00000118873"
"EEF2KMT"	"ENSG00000118894"
"PPL"	"ENSG00000118898"
"UBN1"	"ENSG00000118900"
"BTF3P11"	"ENSG00000118903"
"KLF12"	"ENSG00000118922"
"UCHL3"	"ENSG00000118939"
"PCDH17"	"ENSG00000118946"
"HS1BP3"	"ENSG00000118960"
"LDAH"	"ENSG00000118961"
"WDR35"	"ENSG00000118965"
"CCND2"	"ENSG00000118971"
"FGF23"	"ENSG00000118972"
"ELL2"	"ENSG00000118985"
"GLRXP3"	"ENSG00000118990"
"DNAH7"	"ENSG00000118997"
"CYP20A1"	"ENSG00000119004"
"NDUFB3"	"ENSG00000119013"
"GTF3C3"	"ENSG00000119041"
"SATB2"	"ENSG00000119042"
"UBE2B"	"ENSG00000119048"
"TRPM6"	"ENSG00000119121"
"GDA"	"ENSG00000119125"
"KLF9"	"ENSG00000119138"
"TJP2"	"ENSG00000119139"
"ITGB1BP1"	"ENSG00000119185"
"CPSF3"	"ENSG00000119203"
"PIGZ"	"ENSG00000119227"
"SENP5"	"ENSG00000119231"
"CCDC92"	"ENSG00000119242"
"C1orf198"	"ENSG00000119280"
"HEATR1"	"ENSG00000119285"
"PTBP3"	"ENSG00000119314"
"RAD23B"	"ENSG00000119318"
"FKBP15"	"ENSG00000119321"
"CTNNAL1"	"ENSG00000119326"
"ABITRAM"	"ENSG00000119328"
"DYNC2I2"	"ENSG00000119333"
"SET"	"ENSG00000119335"
"PTPA"	"ENSG00000119383"
"GLE1"	"ENSG00000119392"
"RAB14"	"ENSG00000119396"
"CNTRL"	"ENSG00000119397"
"TRIM32"	"ENSG00000119401"
"FBXW2"	"ENSG00000119402"
"PHF19"	"ENSG00000119403"
"NEK6"	"ENSG00000119408"
"BSPRY"	"ENSG00000119411"
"PPP6C"	"ENSG00000119414"
"NDUFA8"	"ENSG00000119421"
"HDHD3"	"ENSG00000119431"
"RBM18"	"ENSG00000119446"
"HSDL2"	"ENSG00000119471"
"MAPKAP1"	"ENSG00000119487"
"NR4A3"	"ENSG00000119508"
"INVS"	"ENSG00000119509"
"GALNT12"	"ENSG00000119514"
"DENND1A"	"ENSG00000119522"
"ALG2"	"ENSG00000119523"
"CSF3R"	"ENSG00000119535"
